,platform,name,zscore_combined,openssf_badge_tiered_percentage,lio_timestamp,lio_url,lio_rc,lio_rank,lio_dependents_count,lio_dependent_repos_count,lio_repo_url,lio_repo_url_rc,cii_timestamp,cii_url,cii_rc,cii_created_at,cii_updated_at,cii_tiered_percentage,scorecard_v480_timestamp,scorecard_v480_score,criticality_timestamp,criticality_score,criticality_dependents_count,appendix,version
239,npm,minipass,0.23732147,,2022-10-24 14:14:03.458825,https://libraries.io/api/npm/minipass,200.0,23.0,224.0,178301.0,https://github.com/isaacs/minipass,200.0,2022-10-24 14:14:04.143309,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/isaacs/minipass,200.0,,,,2022-10-24 14:14:10.970330,3.9,2022-10-24 14:14:20.315299,0.42538,432.0,A,
240,npm,raw-body,0.2348105,,2022-10-24 14:14:20.529655,https://libraries.io/api/npm/raw-body,200.0,11.0,0.0,0.0,https://github.com/stream-utils/raw-body,200.0,2022-10-24 14:14:21.210219,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/stream-utils/raw-body,200.0,,,,2022-10-24 14:14:29.994921,4.4,2022-10-24 14:14:42.567299,0.38713,22.0,A,
241,npm,mute-stream,0.23355687,,2022-10-24 14:14:42.779079,https://libraries.io/api/npm/mute-stream,200.0,22.0,279.0,416114.0,https://github.com/isaacs/mute-stream,200.0,2022-10-24 14:14:43.422266,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/isaacs/mute-stream,200.0,,,,2022-10-24 14:14:50.635013,5.3,2022-10-24 14:14:56.276373,0.20867,0.0,A,
242,npm,buffer-from,0.23206265,,2022-10-24 14:14:56.465311,https://libraries.io/api/npm/buffer-from,200.0,23.0,724.0,419290.0,https://github.com/LinusU/buffer-from,200.0,2022-10-24 14:14:56.946665,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/LinusU/buffer-from,200.0,,,,2022-10-24 14:15:00.903196,4.6,2022-10-24 14:15:06.094526,0.16954,20.0,A,
243,npm,method-override,0.22952817,,2022-10-24 14:15:06.433214,https://libraries.io/api/npm/method-override,200.0,23.0,1534.0,75161.0,https://github.com/expressjs/method-override,200.0,2022-10-24 14:15:07.087940,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/expressjs/method-override,200.0,,,,2022-10-24 14:15:11.616744,4.7,2022-10-24 14:15:17.091066,0.21144,161.0,A,
244,npm,has-symbols,0.22513154,,2022-10-24 14:15:17.291391,https://libraries.io/api/npm/has-symbols,200.0,22.0,240.0,337777.0,https://github.com/inspect-js/has-symbols,200.0,2022-10-24 14:15:17.930283,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/inspect-js/has-symbols,200.0,,,,2022-10-24 14:15:23.311778,4.3,2022-10-24 14:15:31.320704,0.2079,107.0,A,
245,npm,hosted-git-info,0.22260629,,2022-10-24 14:15:31.523014,https://libraries.io/api/npm/hosted-git-info,200.0,26.0,771.0,585142.0,https://github.com/npm/hosted-git-info,200.0,2022-10-24 14:15:32.230716,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/npm/hosted-git-info,200.0,,,,2022-10-24 14:15:47.697604,5.5,2022-10-24 14:15:53.305615,0.58295,20479.0,A,
246,npm,get-caller-file,0.21678075,,2022-10-24 14:15:53.501775,https://libraries.io/api/npm/get-caller-file,200.0,24.0,335.0,568563.0,https://github.com/stefanpenner/get-caller-file,200.0,2022-10-24 14:15:54.247550,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/stefanpenner/get-caller-file,200.0,,,,2022-10-24 14:16:03.704274,4.8,2022-10-24 14:16:09.194937,0.18651,21.0,A,
247,npm,entities,0.21504813,,2022-10-24 14:16:09.392151,https://libraries.io/api/npm/entities,200.0,26.0,755.0,387685.0,https://github.com/fb55/entities,200.0,2022-10-24 14:16:10.024354,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/fb55/entities,200.0,,,,2022-10-24 14:16:23.421921,6.5,2022-10-24 14:16:27.786392,0.53327,241.0,A,
248,npm,readdirp,0.21451761,,2022-10-24 14:16:28.023886,https://libraries.io/api/npm/readdirp,200.0,26.0,644.0,512007.0,https://github.com/paulmillr/readdirp,200.0,2022-10-24 14:16:28.645572,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/paulmillr/readdirp,200.0,,,,2022-10-24 14:16:43.573979,4.6,2022-10-24 14:16:48.940618,0.4003,27.0,A,
249,npm,jest,0.20808838,,2022-10-24 14:16:49.226628,https://libraries.io/api/npm/jest,200.0,33.0,189829.0,270329.0,https://github.com/facebook/jest,200.0,2022-10-24 14:16:49.951199,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/facebook/jest,200.0,,,,2022-10-24 14:17:07.935932,6.6,2022-10-24 14:17:12.056528,0.87218,58462.0,A,
250,npm,is-callable,0.20653044,,2022-10-24 14:17:12.274865,https://libraries.io/api/npm/is-callable,200.0,26.0,398.0,438437.0,https://github.com/inspect-js/is-callable,200.0,2022-10-24 14:17:12.883383,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/inspect-js/is-callable,200.0,,,,2022-10-24 14:17:19.390499,5.2,2022-10-24 14:17:22.587420,0.37264,154.0,A,
251,npm,base64-js,0.20459269,,2022-10-24 14:17:22.768361,https://libraries.io/api/npm/base64-js,200.0,10.0,0.0,0.0,https://github.com/beatgammit/base64-js,200.0,2022-10-24 14:17:23.380977,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/beatgammit/base64-js,200.0,,,,2022-10-24 14:17:32.913564,4.9,2022-10-24 14:17:38.228713,0.36528,95.0,A,
252,npm,require-main-filename,0.19649707,,2022-10-24 14:17:38.443727,https://libraries.io/api/npm/require-main-filename,200.0,22.0,257.0,512032.0,https://github.com/yargs/require-main-filename,200.0,2022-10-24 14:17:39.109797,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/yargs/require-main-filename,200.0,,,,2022-10-24 14:17:45.829141,4.4,2022-10-24 14:17:51.812968,0.14229,7.0,A,
253,npm,p-finally,0.1932556,,2022-10-24 14:17:52.128971,https://libraries.io/api/npm/p-finally,200.0,22.0,292.0,500059.0,https://github.com/sindresorhus/p-finally,200.0,2022-10-24 14:17:52.734851,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/sindresorhus/p-finally,200.0,,,,2022-10-24 14:17:58.371033,4.3,2022-10-24 14:20:16.072443,0.10762,3.0,A,
254,npm,to-fast-properties,0.19102542,,2022-10-24 14:20:16.287948,https://libraries.io/api/npm/to-fast-properties,200.0,23.0,302.0,486938.0,https://github.com/sindresorhus/to-fast-properties,200.0,2022-10-24 14:20:16.934166,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/sindresorhus/to-fast-properties,200.0,,,,2022-10-24 14:20:24.586496,4.3,2022-10-24 14:20:34.783063,0.24362,26.0,A,
255,npm,ieee754,0.18974827,,2022-10-24 14:20:34.969233,https://libraries.io/api/npm/ieee754,200.0,23.0,258.0,451210.0,https://github.com/feross/ieee754,200.0,2022-10-24 14:20:35.571664,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/feross/ieee754,200.0,,,,2022-10-24 14:20:45.611657,5.6,2022-10-24 14:20:53.478371,0.22673,19.0,A,
256,npm,serve-static,0.18827367,,2022-10-24 14:20:53.670203,https://libraries.io/api/npm/serve-static,404.0,,,,,,,,,,,,,,,,,A,
257,npm,eslint-scope,0.18738446,,2022-10-24 14:20:53.861830,https://libraries.io/api/npm/eslint-scope,200.0,24.0,297.0,379189.0,https://github.com/eslint/eslint-scope,200.0,2022-10-24 14:20:54.555430,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/eslint/eslint-scope,200.0,,,,2022-10-24 14:21:11.296496,5.5,2022-10-24 14:21:16.785986,0.45323,102.0,A,
258,npm,concat-stream,0.18665071,,2022-10-24 14:21:16.982628,https://libraries.io/api/npm/concat-stream,200.0,27.0,3896.0,573695.0,https://github.com/maxogden/concat-stream,200.0,2022-10-24 14:21:17.664017,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/maxogden/concat-stream,200.0,,,,2022-10-24 14:21:29.419974,4.6,2022-10-24 14:21:34.948347,0.35228,139.0,A,
259,npm,immutable,0.17905533,,2022-10-24 14:21:35.196398,https://libraries.io/api/npm/immutable,200.0,29.0,8312.0,90765.0,https://github.com/immutable-js/immutable-js,200.0,2022-10-24 14:21:35.849201,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/immutable-js/immutable-js,200.0,,,,2022-10-24 14:21:52.758114,4.7,2022-10-24 14:21:56.873532,0.51217,145.0,A,
260,npm,extsprintf,0.17885883,,2022-10-24 14:21:57.070635,https://libraries.io/api/npm/extsprintf,200.0,23.0,291.0,589714.0,https://github.com/davepacheco/node-extsprintf,200.0,2022-10-24 14:21:57.540843,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/davepacheco/node-extsprintf,200.0,,,,2022-10-24 14:22:03.041490,4.9,2022-10-24 14:22:10.990761,0.16607,0.0,A,
261,npm,md5,0.17503537,,2022-10-24 14:22:11.196959,https://libraries.io/api/npm/md5,200.0,25.0,4486.0,50886.0,https://github.com/pvorb/node-md5,200.0,2022-10-24 14:22:11.842546,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/pvorb/node-md5,200.0,,,,2022-10-24 14:22:21.921519,4.4,2022-10-24 14:22:26.064171,0.36956,79.0,A,
262,npm,ramda,0.17224705,,2022-10-24 14:22:26.276806,https://libraries.io/api/npm/ramda,404.0,,,,,,,,,,,,,,,,,A,
263,npm,node-uuid,0.16967542,,2022-10-24 14:22:26.496438,https://libraries.io/api/npm/node-uuid,404.0,,,,,,,,,,,,,,,,,A,
264,npm,number-is-nan,0.16945085,,2022-10-24 14:22:26.698293,https://libraries.io/api/npm/number-is-nan,200.0,21.0,243.0,606742.0,https://github.com/sindresorhus/number-is-nan,200.0,2022-10-24 14:22:27.324750,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/sindresorhus/number-is-nan,200.0,,,,2022-10-24 14:22:31.005021,4.3,2022-10-24 14:24:44.892452,0.11036,6.0,A,
265,npm,ini,0.1685072,,2022-10-24 14:24:45.285567,https://libraries.io/api/npm/ini,200.0,27.0,2293.0,542034.0,https://github.com/npm/ini,200.0,2022-10-24 14:24:46.143302,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/npm/ini,200.0,,,,2022-10-24 14:24:57.982591,5.4,2022-10-24 14:25:01.935429,0.53483,1266.0,A,
266,npm,convert-source-map,0.16556825,,2022-10-24 14:25:02.120811,https://libraries.io/api/npm/convert-source-map,200.0,26.0,1326.0,599327.0,https://github.com/thlorenz/convert-source-map,200.0,2022-10-24 14:25:02.898756,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/thlorenz/convert-source-map,200.0,,,,2022-10-24 14:25:16.536633,4.8,2022-10-24 14:25:21.876216,0.51258,119.0,A,
267,npm,delayed-stream,0.16513655,,2022-10-24 14:25:22.058232,https://libraries.io/api/npm/delayed-stream,200.0,23.0,449.0,628916.0,https://github.com/felixge/node-delayed-stream,200.0,2022-10-24 14:25:22.672980,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/felixge/node-delayed-stream,200.0,,,,2022-10-24 14:25:28.012296,4.6,2022-10-24 14:25:59.318861,0.14755,0.0,A,
268,npm,arr-diff,0.16335946,,2022-10-24 14:25:59.498191,https://libraries.io/api/npm/arr-diff,200.0,25.0,389.0,776345.0,https://github.com/jonschlinkert/arr-diff,200.0,2022-10-24 14:26:00.102355,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/jonschlinkert/arr-diff,200.0,,,,2022-10-24 14:26:06.020691,4.6,2022-10-24 14:26:14.463942,0.13792,4.0,A,
269,npm,browserslist,0.16098276,,2022-10-24 14:26:14.713557,https://libraries.io/api/npm/browserslist,200.0,28.0,1997.0,522129.0,https://github.com/browserslist/browserslist,200.0,2022-10-24 14:26:15.319337,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/browserslist/browserslist,200.0,,,,2022-10-24 14:26:30.085128,6.1,2022-10-24 14:27:01.294416,0.72053,27680.0,A,
270,npm,sprintf-js,0.16018581,,2022-10-24 14:27:01.485233,https://libraries.io/api/npm/sprintf-js,200.0,12.0,0.0,0.0,https://github.com/alexei/sprintf.js,200.0,2022-10-24 14:27:02.138659,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/alexei/sprintf.js,200.0,,,,2022-10-24 14:27:15.467974,4.9,2022-10-24 14:27:23.026064,0.38042,45.0,A,
271,npm,babel-preset-es2015,0.15984885,27.0,2022-10-24 14:27:23.292205,https://libraries.io/api/npm/babel-preset-es2015,200.0,33.0,95331.0,320221.0,https://github.com/babel/babel,200.0,2022-10-24 11:55:23.252040,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/babel/babel,200.0,2017-01-26 23:47:40.775000+00:00,2017-07-01 02:31:39.019000+00:00,27.0,2022-10-24 12:38:10.927457,7.6,2022-10-24 12:38:16.545952,0.85496,95923.0,A,
272,npm,normalize-url,0.1558943,,2022-10-24 14:27:23.487442,https://libraries.io/api/npm/normalize-url,200.0,13.0,0.0,0.0,https://github.com/sindresorhus/normalize-url,200.0,2022-10-24 14:27:24.095877,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/sindresorhus/normalize-url,200.0,,,,2022-10-24 14:27:39.483998,4.9,2022-10-24 14:27:44.896949,0.57394,11917.0,A,
273,npm,decamelize,0.15428495,,2022-10-24 14:27:45.075859,https://libraries.io/api/npm/decamelize,200.0,25.0,983.0,685525.0,https://github.com/sindresorhus/decamelize,200.0,2022-10-24 14:27:45.713003,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/sindresorhus/decamelize,200.0,,,,2022-10-24 14:27:54.537663,4.5,2022-10-24 14:27:59.343995,0.31628,38.0,A,
274,npm,graphql,0.1541419,,2022-10-24 14:27:59.544493,https://libraries.io/api/npm/graphql,404.0,,,,,,,,,,,,,,,,,A,
275,npm,styled-components,0.15285164,,2022-10-24 14:27:59.852777,https://libraries.io/api/npm/styled-components,200.0,27.0,22683.0,27156.0,https://github.com/styled-components/styled-components,200.0,2022-10-24 14:28:00.485210,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/styled-components/styled-components,200.0,,,,2022-10-24 14:28:17.914859,7.1,2022-10-24 14:28:22.276277,0.67727,1610.0,A,
276,npm,uri-js,0.14699772,,2022-10-24 14:28:22.471481,https://libraries.io/api/npm/uri-js,200.0,25.0,505.0,385500.0,https://github.com/garycourt/uri-js,200.0,2022-10-24 14:28:23.179185,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/garycourt/uri-js,200.0,,,,2022-10-24 14:28:31.276227,5.2,2022-10-24 14:28:50.716681,0.33939,120.0,A,
277,npm,got,0.14684963,,2022-10-24 14:28:50.990401,https://libraries.io/api/npm/got,200.0,28.0,6670.0,235715.0,https://github.com/sindresorhus/got,200.0,2022-10-24 14:28:51.702815,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/sindresorhus/got,200.0,,,,2022-10-24 14:29:07.772804,6.1,2022-10-24 14:29:15.681262,0.69029,5421.0,A,
278,npm,assert-plus,0.14492384,,2022-10-24 14:29:15.860102,https://libraries.io/api/npm/assert-plus,200.0,25.0,859.0,700304.0,https://github.com/mcavage/node-assert-plus,200.0,2022-10-24 14:29:16.509754,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/mcavage/node-assert-plus,200.0,,,,2022-10-24 14:29:24.783929,5.4,2022-10-24 14:29:47.309528,0.20483,0.0,A,
279,npm,redux-logger,0.13572909,,2022-10-24 14:29:47.506563,https://libraries.io/api/npm/redux-logger,200.0,24.0,3026.0,34023.0,https://github.com/LogRocket/redux-logger,200.0,2022-10-24 14:29:48.194413,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/LogRocket/redux-logger,200.0,,,,2022-10-24 14:30:05.098137,4.8,2022-10-24 14:30:11.034805,0.32106,10.0,A,
280,npm,is-path-inside,0.13339642,,2022-10-24 14:30:11.257885,https://libraries.io/api/npm/is-path-inside,200.0,23.0,180.0,474367.0,https://github.com/sindresorhus/is-path-inside,200.0,2022-10-24 14:30:11.912683,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/sindresorhus/is-path-inside,200.0,,,,2022-10-24 14:30:18.064743,4.5,2022-10-24 14:30:23.498406,0.24871,9.0,A,
281,npm,querystring,0.13143183,,2022-10-24 14:30:23.678490,https://libraries.io/api/npm/querystring,200.0,26.0,3668.0,420229.0,https://github.com/Gozala/querystring,200.0,2022-10-24 14:30:24.294211,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/Gozala/querystring,200.0,,,,2022-10-24 14:30:33.162727,3.8,2022-10-24 14:30:59.211179,0.29427,40.0,A,
282,npm,performance-now,0.13046682,,2022-10-24 14:30:59.396827,https://libraries.io/api/npm/performance-now,200.0,8.0,0.0,0.0,https://github.com/braveg1rl/performance-now,200.0,2022-10-24 14:31:00.232842,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/braveg1rl/performance-now,200.0,,,,2022-10-24 14:31:03.738059,4.2,2022-10-24 14:31:06.854134,0.03885,2.0,A,
283,npm,depd,0.12800495,,2022-10-24 14:31:07.090761,https://libraries.io/api/npm/depd,200.0,24.0,719.0,664094.0,https://github.com/dougwilson/nodejs-depd,200.0,2022-10-24 14:31:07.756239,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/dougwilson/nodejs-depd,200.0,,,,2022-10-24 14:31:12.851601,3.7,2022-10-24 14:31:16.876424,0.14529,11.0,A,
284,npm,cli-cursor,0.1276408,,2022-10-24 14:31:17.051664,https://libraries.io/api/npm/cli-cursor,200.0,25.0,456.0,490233.0,https://github.com/sindresorhus/cli-cursor,200.0,2022-10-24 14:31:17.662974,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/sindresorhus/cli-cursor,200.0,,,,2022-10-24 14:31:23.523917,4.3,2022-10-24 14:33:36.332331,0.16637,2.0,A,
285,npm,repeat-string,0.12656492,,2022-10-24 14:33:36.659037,https://libraries.io/api/npm/repeat-string,200.0,25.0,485.0,606056.0,https://github.com/jonschlinkert/repeat-string,200.0,2022-10-24 14:33:37.308174,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/jonschlinkert/repeat-string,200.0,,,,2022-10-24 14:33:42.383779,4.6,2022-10-24 14:33:47.753557,0.15855,0.0,A,
286,npm,accepts,0.1259898,,2022-10-24 14:33:47.951069,https://libraries.io/api/npm/accepts,200.0,26.0,762.0,759800.0,https://github.com/jshttp/accepts,200.0,2022-10-24 14:33:48.569089,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/jshttp/accepts,200.0,,,,2022-10-24 14:33:53.624917,3.7,2022-10-24 14:33:59.120261,0.25454,20.0,A,
287,npm,es-to-primitive,0.124832176,,2022-10-24 14:33:59.356858,https://libraries.io/api/npm/es-to-primitive,200.0,21.0,348.0,457936.0,https://github.com/ljharb/es-to-primitive,200.0,2022-10-24 14:33:59.969291,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/ljharb/es-to-primitive,200.0,,,,2022-10-24 14:34:07.373597,4.3,2022-10-24 14:34:12.882005,0.21976,43.0,A,
288,npm,babel-runtime,0.12422327,27.0,2022-10-24 14:34:13.241869,https://libraries.io/api/npm/babel-runtime,200.0,30.0,31536.0,605122.0,https://github.com/babel/babel,200.0,2022-10-24 11:55:23.252040,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/babel/babel,200.0,2017-01-26 23:47:40.775000+00:00,2017-07-01 02:31:39.019000+00:00,27.0,2022-10-24 12:38:10.927457,7.6,2022-10-24 12:38:16.545952,0.85496,95923.0,A,
289,npm,@babel/code-frame,0.118857965,27.0,2022-10-24 14:34:13.439400,https://libraries.io/api/npm/%40babel%2Fcode-frame,200.0,30.0,762.0,355471.0,https://github.com/babel/babel,200.0,2022-10-24 11:55:23.252040,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/babel/babel,200.0,2017-01-26 23:47:40.775000+00:00,2017-07-01 02:31:39.019000+00:00,27.0,2022-10-24 12:38:10.927457,7.6,2022-10-24 12:38:16.545952,0.85496,95923.0,A,
290,npm,react-scripts,0.1174825,,2022-10-24 14:34:13.668542,https://libraries.io/api/npm/react-scripts,200.0,29.0,29411.0,179016.0,https://github.com/facebook/create-react-app,200.0,2022-10-24 14:34:14.118713,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/facebook/create-react-app,200.0,,,,2022-10-24 14:34:32.212304,5.3,2022-10-24 14:34:36.353116,0.69862,10654.0,A,
291,npm,os-tmpdir,0.117042154,,2022-10-24 14:34:36.537534,https://libraries.io/api/npm/os-tmpdir,200.0,23.0,444.0,581994.0,https://github.com/sindresorhus/os-tmpdir,200.0,2022-10-24 14:34:37.232052,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/sindresorhus/os-tmpdir,200.0,,,,2022-10-24 14:34:40.327133,5.3,2022-10-24 14:36:50.795901,0.10108,32.0,A,
292,npm,sshpk,0.11646653,,2022-10-24 14:36:51.050854,https://libraries.io/api/npm/sshpk,200.0,22.0,316.0,513590.0,https://github.com/joyent/node-sshpk,200.0,2022-10-24 14:36:51.693388,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/joyent/node-sshpk,200.0,,,,2022-10-24 14:36:59.920604,5.2,2022-10-24 14:37:05.829171,0.28203,0.0,A,
293,npm,query-string,0.11604368,,2022-10-24 14:37:06.070938,https://libraries.io/api/npm/query-string,200.0,12.0,0.0,0.0,https://github.com/sindresorhus/query-string,200.0,2022-10-24 14:37:06.678223,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/sindresorhus/query-string,200.0,,,,2022-10-24 14:37:23.493682,4.8,2022-10-24 14:37:31.393030,0.50251,2412.0,A,
294,npm,oauth-sign,0.108501315,,2022-10-24 14:37:31.589233,https://libraries.io/api/npm/oauth-sign,200.0,22.0,289.0,536058.0,https://github.com/mikeal/oauth-sign,200.0,2022-10-24 14:37:32.332198,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/mikeal/oauth-sign,200.0,,,,2022-10-24 14:37:41.357642,4.6,2022-10-24 14:37:49.788598,0.22055,2.0,A,
295,npm,zcourts-angular-master,0.10651518,,2022-10-24 14:37:49.976443,https://libraries.io/api/npm/zcourts-angular-master,200.0,12.0,0.0,0.0,https://github.com/angular/angular,200.0,2022-10-24 13:14:38.605165,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/angular/angular,200.0,,,,2022-10-24 13:14:58.394204,7.0,2022-10-24 13:15:14.838477,0.88747,71854.0,A,
296,npm,chart.js,0.10356939,,2022-10-24 14:37:50.294356,https://libraries.io/api/npm/chart.js,200.0,12.0,0.0,0.0,https://github.com/chartjs/Chart.js,200.0,2022-10-24 14:37:50.893080,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/chartjs/Chart.js,200.0,,,,2022-10-24 14:38:08.701467,7.0,2022-10-24 14:38:15.260551,0.72384,5595.0,A,
297,npm,spdx-license-ids,0.103355594,,2022-10-24 14:38:15.538036,https://libraries.io/api/npm/spdx-license-ids,200.0,24.0,348.0,526468.0,https://github.com/jslicense/spdx-license-ids,200.0,2022-10-24 14:38:16.344664,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/jslicense/spdx-license-ids,200.0,,,,2022-10-24 14:38:21.912081,4.2,2022-10-24 14:38:25.425248,0.28361,166.0,A,
298,npm,component-emitter,0.100326575,,2022-10-24 14:38:25.607222,https://libraries.io/api/npm/component-emitter,200.0,26.0,862.0,570234.0,https://github.com/component/emitter,200.0,2022-10-24 14:38:26.212042,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/component/emitter,200.0,,,,2022-10-24 14:38:37.559474,4.6,2022-10-24 14:38:41.561075,0.36372,1271.0,A,
299,npm,istanbul,0.099102765,,2022-10-24 14:38:41.774440,https://libraries.io/api/npm/istanbul,200.0,29.0,43441.0,132065.0,https://github.com/gotwarlost/istanbul,200.0,2022-10-24 14:38:42.227753,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/gotwarlost/istanbul,200.0,,,,2022-10-24 14:38:58.299166,4.6,2022-10-24 14:39:05.763190,0.43729,337.0,A,
300,npm,is-symbol,0.09798776,,2022-10-24 14:39:05.957444,https://libraries.io/api/npm/is-symbol,200.0,9.0,0.0,0.0,https://github.com/inspect-js/is-symbol,200.0,2022-10-24 14:39:06.609743,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/inspect-js/is-symbol,200.0,,,,2022-10-24 14:39:13.238544,4.4,2022-10-24 14:39:20.818620,0.19691,60.0,A,
301,npm,define-properties,0.09792445,,2022-10-24 14:39:21.007999,https://libraries.io/api/npm/define-properties,200.0,24.0,350.0,503183.0,https://github.com/ljharb/define-properties,200.0,2022-10-24 14:39:21.616512,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/ljharb/define-properties,200.0,,,,2022-10-24 14:39:28.341547,4.4,2022-10-24 14:39:34.320320,0.22088,45.0,A,
302,npm,ipaddr.js,0.09757029,,2022-10-24 14:39:34.584465,https://libraries.io/api/npm/ipaddr.js,200.0,26.0,439.0,525709.0,https://github.com/whitequark/ipaddr.js,200.0,2022-10-24 14:39:35.184983,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/whitequark/ipaddr.js,200.0,,,,2022-10-24 14:39:51.848913,3.9,2022-10-24 14:39:58.718627,0.35755,20.0,A,
303,npm,indent-string,0.09524125,,2022-10-24 14:39:58.900003,https://libraries.io/api/npm/indent-string,200.0,25.0,785.0,360980.0,https://github.com/sindresorhus/indent-string,200.0,2022-10-24 14:39:59.631980,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/sindresorhus/indent-string,200.0,,,,2022-10-24 14:40:07.075888,4.3,2022-10-24 14:40:12.741902,0.31504,30.0,A,
304,npm,eslint,0.09457466,,2022-10-24 14:40:13.044451,https://libraries.io/api/npm/eslint,200.0,34.0,347622.0,573043.0,https://github.com/eslint/eslint,200.0,2022-10-24 14:40:13.570216,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/eslint/eslint,200.0,,,,2022-10-24 14:40:30.831271,8.7,2022-10-24 14:40:36.152953,0.85716,125038.0,A,
305,npm,finalhandler,0.09399622,,2022-10-24 14:40:36.337262,https://libraries.io/api/npm/finalhandler,200.0,26.0,1030.0,617467.0,https://github.com/pillarjs/finalhandler,200.0,2022-10-24 14:40:36.947460,https://bestpractices.coreinfrastructure.org/en/projects.json?url=https%3A//github.com/pillarjs/finalhandler,200.0,,,,2022-10-24 14:40:41.673532,4.3,2022-10-24 14:40:53.102953,0.29177,129.0,A,
